title,tconst
"Reluctant Debutante, The (1958)",tt0052126
No Looking Back (1998),tt0119560
"Leading Man, The (1996)",tt0116845
"Story of G.I. Joe, The (1945)",
"Star Maker, The (Uomo delle stelle, L') (1995)",
Hurricane Streets (1998),
Destiny Turns on the Radio (1995),tt0112854
Tokyo Fist (1995),tt0114690
Illuminata (1998),tt0120709
New Jersey Drive (1995),tt0113967
Jimmy Hollywood (1994),tt0110197
Strangeland (1998),tt0124102
First Kid (1996),tt0116311
8 1/2 Women (1999),
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",
Hot Lead and Cold Feet (1978),tt0077698
Alvarez Kelly (1966),tt0060095
Mr. Jealousy (1997),tt0119717
In the Bleak Midwinter (1995),tt0113403
"Cérémonie, La (1995)",
Seventh Heaven (Le Septième ciel) (1997),
"Other Side of Sunday, The (Søndagsengler) (1996)",
JLG/JLG - autoportrait de décembre (1994),tt0110173
Burnt Offerings (1976),tt0074258
Deadly Friend (1986),tt0090917
Deadtime Stories (1987),
Vagabond (Sans toit ni loi) (1985),
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",
Force of Evil (1948),tt0040366
"Castle, The (1997)",tt0118826
Daughters of the Dust (1992),
Nobody Loves Me (Keiner liebt mich) (1994),
Hana-bi (1997),tt0119250
Hotel de Love (1996),tt0116565
Cosi (1996),tt0115951
"Velocity of Gary, The (1998)",tt0120878
Dangerous Beauty (1998),tt0118892
"Adventures of Pinocchio, The (1996)",tt0115472
Bedrooms & Hallways (1998),
"Thin Line Between Love and Hate, A (1996)",tt0117891
Wild Man Blues (1998),
Trouble in Paradise (1932),tt0023622
Topaz (1969),tt0065112
Conceiving Ada (1997),tt0118882
Beautiful (2000),tt0210567
"Night Porter, The (Il Portiere di notte) (1974)",
"Second Jungle Book: Mowgli & Baloo, The (1997)",tt0120087
Groove (2000),tt0212974
"Champ, The (1979)",tt0078950
Only Angels Have Wings (1939),tt0031762
Don't Look in the Basement! (1973),
"Black Sabbath (Tre Volti Della Paura, I) (1963)",
Private School (1983),tt0086143
Safe Men (1998),tt0120813
Body Parts (1991),tt0101492
Shattered Image (1998),tt0143874
Assassination (1987),tt0092585
Trixie (1999),
"Devil and Max Devlin, The (1981)",tt0082263
"Guardian, The (1990)",tt0099710
Six-String Samurai (1998),tt0118736
"Odd Couple II, The (1998)",tt0120773
"Associate, The (1996)",tt0115580
Talking About Sex (1994),tt0111357
Bitter Moon (1992),tt0104779
Time Tracers (1995),
Amos & Andrew (1993),tt0106266
"Hour of the Pig, The (1993)",tt0107146
Soft Fruit (1999),tt0180181
You So Crazy (1994),
Billy's Holiday (1995),tt0112509
Time of the Gypsies (Dom za vesanje) (1989),
"Grandfather, The (El Abuelo) (1998)",
Anatomy (Anatomie) (2000),
Santa Fe Trail (1940),tt0033021
Hell in the Pacific (1968),tt0063056
"Big Country, The (1958)",tt0051411
My Name Is Joe (1998),tt0151691
"Paradine Case, The (1947)",tt0039694
Hard Core Logo (1996),tt0116488
Swept from the Sea (1997),tt0120257
Female Perversions (1996),tt0116293
Curdled (1996),tt0115994
Bushwhacked (1995),tt0112602
Kids of the Round Table (1995),tt0113541
Some Mother's Son (1996),tt0117690
"Good Man in Africa, A (1994)",tt0109920
"Boys of St. Vincent, The (1993)",
"Abominable Snowman, The (1957)",tt0050095
Beyond Silence (1996),
Switchblade Sisters (1975),
"Goodbye, Lover (1999)",
For Ever Mozart (1996),tt0116334
Airport '77 (1977),tt0075648
Across the Sea of Time (1995),tt0112286
"Blood, Guts, Bullets and Octane (1998)",tt0163984
Crime and Punishment in Suburbia (2000),
In Search of the Castaways (1962),tt0056095
Autumn Sonata (Höstsonaten ) (1978),
Heaven's Prisoners (1996),tt0116508
Gridlock'd (1997),tt0119225
Public Access (1993),tt0107895
Knightriders (1981),tt0082622
Keys to Tulsa (1997),tt0116762
Unforgettable (1996),tt0118040
Never Talk to Strangers (1995),tt0113965
Jude (1996),tt0116722
Eye for an Eye (1996),tt0116260
Hav Plenty (1997),tt0126938
24-hour Woman (1998),
"Very Thought of You, The (1998)",
"Tie That Binds, The (1995)",tt0114666
Love Affair (1994),tt0110391
Passion in the Desert (1998),
"Henry: Portrait of a Serial Killer, Part 2 (1996)",
Lonely Are the Brave (1962),tt0056195
"Devil Rides Out, The (1968)",tt0062885
Madame Butterfly (1995),tt0113731
Native Son (1986),tt0091613
Margaret's Museum (1995),tt0113774
"Slumber Party Massacre III, The (1990)",
"Endless Summer 2, The (1994)",tt0109729
Secret Agent (1936),tt0028231
"Lodger, The (1926)",
"Rich Man's Wife, The (1996)",tt0117473
Trois (2000),tt0217107
Band of the Hand (1986),tt0090693
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",
Surf Nazis Must Die (1987),tt0094077
Class Reunion (1982),tt0084395
"Bedroom Window, The (1987)",tt0092627
Monsieur Verdoux (1947),tt0039631
"Big Trees, The (1952)",tt0044420
"Flying Saucer, The (1950)",tt0042469
Saludos Amigos (1943),
X: The Unknown (1956),
Land Before Time III: The Time of the Great Giving (1995),
Tetsuo II: Body Hammer (1992),tt0105569
Fun and Fancy Free (1947),
Make Mine Music (1946),tt0038718
Silent Fall (1994),tt0111187
Open Season (1996),
"Sea Wolves, The (1980)",tt0081470
Fausto (1993),tt0106878
Frogs for Snakes (1998),tt0120680
Panther (1995),tt0114084
Sudden Manhattan (1996),tt0117775
Head Above Water (1996),tt0116502
"King of Marvin Gardens, The (1972)",tt0068805
Rough Magic (1995),tt0114303
Alien Escape (1995),
Bad Moon (1996),tt0115610
"Separation, The (La Séparation) (1994)",
About Adam (2000),tt0199314
"Three Ages, The (1923)",
Bootmen (2000),tt0210584
New Rose Hotel (1998),tt0133122
Sunset Strip (2000),tt0178050
Turn It Up (2000),tt0216772
Circus (2000),tt0191037
So Dear to My Heart (1949),
Rough Night in Jericho (1967),tt0062218
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",
Last Resort (1994),tt0110629
Best of the Best 3: No Turning Back (1995),tt0112483
Roommates (1995),tt0114296
"Gate II: Trespassers, The (1990)",tt0099636
Best Laid Plans (1999),tt0133412
"Zed & Two Noughts, A (1985)",tt0090366
Nil By Mouth (1997),
"Last Time I Committed Suicide, The (1997)",tt0119502
From the Journals of Jean Seberg (1995),tt0113125
"Ogre, The (Der Unhold) (1996)",
Seven Chances (1925),tt0016332
Touch (1997),tt0120357
Belizaire the Cajun (1986),tt0090710
"Concorde: Airport '79, The (1979)",
S.F.W. (1994),tt0111048
Trial by Jury (1994),tt0111488
Under Capricorn (1949),tt0042004
Cyclo (1995),
Harlem (1993),
"Eighth Day, The (Le Huitième jour ) (1996)",
Loaded (1994),tt0110374
Metroland (1997),tt0119665
Feast of July (1995),tt0113044
Alice and Martin (Alice et Martin) (1998),
"Secret Agent, The (1996)",tt0117582
"Man of No Importance, A (1994)",tt0110455
Greaser's Palace (1972),tt0068659
"Monster, The (Il Mostro) (1994)",
"Gambler, The (A Játékos) (1997)",
Bent (1997),tt0118698
Mass Appeal (1984),tt0087688
Wanted: Dead or Alive (1987),
Defying Gravity (1997),tt0156460
And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),
"Circus, The (1928)",tt0018773
Jamaica Inn (1939),tt0031505
"Sixth Man, The (1997)",tt0120142
Eight Days a Week (1997),tt0119054
Montana (1998),tt0119699
Running Free (2000),
Killer's Kiss (1955),tt0048254
Gumby: The Movie (1995),
Love Is the Devil (1998),
Molly (1999),tt0143746
Beefcake (1999),
Full Tilt Boogie (1997),tt0119165
"Alarmist, The (1997)",
I Confess (1953),tt0045897
Stage Fright (1950),tt0042994
Sour Grapes (1998),tt0120838
Getting Away With Murder (1996),
Rich and Strange (1932),
Love and Other Catastrophes (1996),tt0116931
Chinese Box (1997),tt0118851
Twice Upon a Yesterday (1998),
Faust (1994),tt0109781
Just the Ticket (1999),tt0491004
Welcome to Woop-Woop (1997),
"Last September, The (1999)",tt0180793
Slaughterhouse (1987),tt0093990
"Best Man, The (Il Testimone dello sposo) (1997)",
"Cabinet of Dr. Ramirez, The (1991)",tt0101530
"Ballad of Ramblin' Jack, The (2000)",tt0236008
One Night Stand (1997),tt0119832
"Price Above Rubies, A (1998)",tt0120793
Roadside Prophets (1992),tt0105267
Temptress Moon (Feng Yue) (1996),
Wedding Bell Blues (1996),tt0118127
Judy Berlin (1999),tt0181618
I Like It Like That (1994),tt0110091
Mike's Murder (1984),tt0087722
Rent-a-Kid (1995),tt0114268
Golden Earrings (1947),tt0039428
Dear Jesse (1997),tt0150290
"Sticky Fingers of Time, The (1997)",tt0127302
"Confessional, The (Le Confessionnal) (1995)",
Taffin (1988),tt0096211
"Sheltering Sky, The (1990)",tt0100594
"Garbage Pail Kids Movie, The (1987)",tt0093072
Widows' Peak (1994),tt0111712
"Allnighter, The (1987)",tt0092537
"Fear, The (1995)",tt0113043
Belly (1998),tt0158493
Gabbeh (1996),tt0116384
Carmen Miranda: Bananas Is My Business (1994),
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",
"Source, The (1999)",
Dancemaker (1998),tt0175550
"Merry War, A (1997)",
"Hungarian Fairy Tale, A (1987)",
Poison (1991),tt0102687
Turtle Diary (1985),tt0090219
Criminal Lovers (Les Amants Criminels) (1999),
Whatever Happened to Aunt Alice? (1969),
"Killing of Sister George, The (1968)",tt0063185
"Brother, Can You Spare a Dime? (1975)",
"Crude Oasis, The (1995)",
Castle Freak (1995),tt0112643
Zeus and Roxanne (1997),tt0120550
Heart Condition (1990),tt0099750
Telling You (1998),tt0120859
"Line King: Al Hirschfeld, The (1996)",
"Love Bewitched, A (El Amor Brujo) (1986)",
Kicked in the Head (1997),tt0119457
Stag (1997),tt0120192
In the Line of Duty 2 (1987),
"Boy Called Hate, A (1995)",tt0112568
Coldblooded (1995),tt0112702
Faces (1968),tt0062952
Brothers in Trouble (1995),tt0112586
Stars and Bars (1988),tt0096166
"Quiet Room, The (1996)",tt0117422
T-Men (1947),tt0039881
Six of a Kind (1934),tt0025799
Hollow Reed (1996),tt0113314
Firelight (1997),tt0119125
Fall (1997),tt0119098
Wings of Courage (1995),tt0114952
Carnosaur 3: Primal Species (1996),tt0115834
Head On (1998),tt0138487
"Colonel Chabert, Le (1994)",
For the Moment (1994),
"Paris, France (1993)",tt0107779
Deceiver (1997),tt0119527
Price of Glory (2000),tt0188160
"End of the Affair, The (1955)",tt0048034
Amityville: Dollhouse (1996),tt0115535
Reckless (1995),tt0114241
Grosse Fatigue (1994),
"Land Girls, The (1998)",tt0119494
Catwalk (1995),tt0112646
Plenty (1985),tt0089816
"Loves of Carmen, The (1948)",tt0040552
See the Sea (Regarde la mer) (1997),
Broken English (1996),tt0115760
"Search for One-eye Jimmy, The (1996)",
I Can't Sleep (J'ai pas sommeil) (1994),
"Bat Whispers, The (1930)",tt0020668
Unhook the Stars (1996),tt0118044
Citizen's Band (a.k.a. Handle with Care) (1977),
Slaughterhouse 2 (1988),
"Machine, The (1994)",
"Ilsa, She Wolf of the SS (1974)",
Asylum (1972),tt0068230
Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),
No Small Affair (1984),tt0087810
"Son of the Sheik, The (1926)",tt0017416
Window to Paris (1994),
Germinal (1993),tt0107002
"Institute Benjamenta, or This Dream People Call Human Life (1995)",tt0113429
"Low Life, The (1994)",
"Jar, The (Khomreh) (1992)",
Digging to China (1998),
Let's Talk About Sex (1998),tt0165857
"Hi-Lo Country, The (1998)",tt0120699
"Glass Shield, The (1994)",tt0109906
Go Now (1995),tt0113184
"Enfer, L' (1994)",
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),
"Single Girl, A (La Fille Seule) (1995)",
Tarantella (1995),tt0114616
Tigrero: A Film That Was Never Made (1994),tt0111430
Delta of Venus (1994),
Miss Julie (1999),tt0189744
Manny & Lo (1996),tt0116985
"Apple, The (Sib) (1998)",
Venice/Venice (1992),tt0105729
I Stand Alone (Seul contre tous) (1998),
"Late August, Early September (Fin août, début septembre) (1998)",
"Stars Fell on Henrietta, The (1995)",tt0114534
"Acid House, The (1998)",tt0122515
Lamerica (1994),tt0110299
"Savage Nights (Nuits fauves, Les) (1992)",
"Journey of August King, The (1995)",tt0113490
Kika (1993),tt0107315
They Made Me a Criminal (1939),tt0032022
Two Much (1996),
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",
Race the Sun (1996),tt0117427
Young and Innocent (1937),tt0029811
Boys (1996),tt0115742
Train of Life (Train De Vie) (1998),
"Outlaw, The (1943)",tt0036241
"Bat, The (1959)",tt0052602
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",
Devil Girl From Mars (1954),
In Old California (1942),tt0034889
"Last Time I Saw Paris, The (1954)",tt0047162
"Little Indian, Big City (Un indien dans la ville) (1994)",
Heaven (1998),tt0120697
Guantanamera (1994),
"I Love You, Don't Touch Me! (1998)",
Pandora and the Flying Dutchman (1951),tt0043899
Dadetown (1995),tt0112777
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",
Falling in Love Again (1980),tt0080714
Marlene Dietrich: Shadow and Light (1996),tt0116992
Small Wonders (1996),
Incognito (1997),tt0119365
"Love, etc. (1996)",tt0116932
Coming Apart (1969),tt0064180
"Show, The (1995)",tt0114435
"First Love, Last Rites (1997)",tt0128214
Talk of Angels (1998),tt0120271
Captives (1994),tt0109374
"Dog of Flanders, A (1999)",tt0160216
Savior (1998),tt0120070
Prince Valiant (1997),tt0119947
Glory Daze (1996),
"Shooter, The (1995)",tt0114432
Bandits (1997),tt0118682
Black Sunday (La Maschera Del Demonio) (1960),
Dark Command (1940),tt0032383
Mirage (1995),tt0113827
Blackmail (1929),tt0019702
Broadway Damage (1997),tt0118780
Wirey Spindell (1999),tt0153866
Paris Was a Woman (1995),
"Wife, The (1995)",tt0114936
"Cure, The (1995)",tt0112757
Eaten Alive (1976),tt0074455
Bluebeard (1944),tt0036653
Railroaded! (1947),tt0039748
Peanuts - Die Bank zahlt alles (1996),tt0117312
Something for Everyone (1970),tt0066392
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",
Skipped Parts (2000),tt0209322
"Collectionneuse, La (1967)",
Mascara (1999),tt0188052
Little Men (1998),tt0145048
Live Virgin (1999),
Squanto: A Warrior's Tale (1994),tt0111271
Beauty (1998),tt0171092
"Specials, The (2000)",tt0181836
Dingo (1992),
"Uninvited Guest, An (2000)",
"War at Home, The (1996)",tt0118117
Woo (1998),tt0120531
All Things Fair (1996),
Identification of a Woman (Identificazione di una donna) (1982),
Zero Kelvin (Kjærlighetens kjøtere) (1995),
Butterfly Kiss (1995),tt0112604
"Bells, The (1926)",tt0016640
On Any Sunday (1971),tt0067527
"Castaway Cowboy, The (1974)",tt0071288
3 Strikes (2000),tt0199290
Black Tar Heroin: The Dark End of the Street (1999),
Went to Coney Island on a Mission From God... Be Back by Five (1998),
"Scorta, La (1993)",
One Man's Hero (1999),tt0120775
"I, Worst of All (Yo, la peor de todas) (1990)",
"Very Natural Thing, A (1974)",tt0072362
Born to Win (1971),tt0066856
Vampyros Lesbos (Las Vampiras) (1970),
Somewhere in the City (1997),
Night Tide (1961),tt0055230
"Lay of the Land, The (1997)",tt0123953
Moonlight Murder (1936),tt0027980
Year of the Horse (1997),tt0120539
Tinseltown (1998),
Love Walked In (1998),
Possession (1981),tt0082933
Male and Female (1919),tt0010418
Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),
"Woman of Paris, A (1923)",
Sleepover (1995),tt0114472
Tashunga (1995),
"Wooden Man's Bride, The (Wu Kui) (1994)",
Better Living (1998),tt0131972
Get Over It (1996),
Snowriders (1996),tt0117677
Light Years (1988),
Simon Sez (1999),tt0168172
"Modern Affair, A (1995)",tt0113839
Happy Weekend (1996),tt0116485
"Superweib, Das (1996)",
Jerry & Tom (1998),
August (1996),tt0115591
"Brother's Kiss, A (1997)",tt0118783
Terror in a Texas Town (1958),tt0052287
"Hippie Revolution, The (1996)",tt0116536
"James Dean Story, The (1957)",tt0050558
Late Bloomers (1996),tt0116834
Brenda Starr (1989),tt0096978
"McCullochs, The (1975)",
Stranger in the House (1997),tt0120222
"Waiting Game, The (2000)",
Shadows (Cienie) (1988),
Resurrection Man (1998),tt0140508
Tainted (1998),tt0128690
Foolish (1999),tt0166195
"Paralyzing Fear: The Story of Polio in America, A (1998)",tt0145302
Ménage (Tenue de soirée) (1986),
On Our Merry Way (1948),tt0040664
Minnie and Moskowitz (1971),tt0067433
Sweet Nothing (1995),tt0114592
"Living Dead Girl, The (La Morte Vivante) (1982)",
"I Love You, I Love You Not (1996)",tt0116592
"Match, The (1999)",tt0165384
Intimate Relations (1996),tt0116643
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),
Held Up (2000),
Power 98 (1995),
Choices (1981),tt0082172
"Battle of the Sexes, The (1959)",
Commandments (1997),tt0115927
Spirits of the Dead (Tre Passi nel Delirio) (1968),
Message to Love: The Isle of Wight Festival (1996),tt0117028
Windows (1980),tt0081759
"Promise, The (Versprechen, Das) (1994)",
"Bonheur, Le (1965)",
City of the Living Dead (Paura nella città dei morti viventi) (1980),
Beloved/Friend (Amigo/Amado) (1999),
Retro Puppetmaster (1999),
Sacco and Vanzetti (Sacco e Vanzetti) (1971),
Raining Stones (1993),tt0107920
Hangmen Also Die (1943),
Mamma Roma (1962),tt0056215
Loser (1991),tt0102336
"Beans of Egypt, Maine, The (1994)",tt0109226
Blood and Sand (Sangre y Arena) (1989),
Sunset Park (1996),tt0117784
"Ring, The (1927)",tt0018328
Eden (1997),
24 7: Twenty Four Seven (1997),
"Closer You Get, The (2000)",tt0218112
Cotton Mary (1999),tt0159373
Brown's Requiem (1998),tt0171135
B. Monkey (1998),tt0120594
Frank and Ollie (1995),tt0113104
Schlafes Bruder (Brother of Sleep) (1995),
"Tomb of Ligeia, The (1965)",
Sprung (1997),tt0120190
"Walk in the Sun, A (1945)",tt0038235
Killer: A Journal of Murder (1995),tt0113542
I Got the Hook Up (1998),tt0131436
"Joyriders, The (1999)",tt0139394
Yankee Zulu (1994),
Back Stage (2000),
Cheetah (1989),tt0097053
"Man from Down Under, The (1943)",tt0031612
Pot O' Gold (1941),
Metisse (Café au Lait) (1993),
Roula (1995),tt0117517
With Byrd at the South Pole (1930),tt0020594
Original Gangstas (1996),tt0117260
Return with Honor (1998),tt0176093
Where's Marlowe? (1999),
Horror Hotel (a.k.a. The City of the Dead) (1960),
Angela (1995),tt0112364
Target (1995),tt0114618
Penitentiary II (1982),tt0084485
Mutters Courage (1995),
Autopsy (Macchie Solari) (1975),
An Unforgettable Summer (1994),
Voyage to the Beginning of the World (1997),
Lucie Aubrac (1997),tt0119586
Never Met Picasso (1996),tt0117167
"Snows of Kilimanjaro, The (1952)",tt0045162
Santitos (1997),
"Actor's Revenge, An (Yukinojo Henge) (1963)",
Leather Jacket Love Story (1997),tt0119508
Follow the Bitch (1998),
Bittersweet Motel (2000),tt0168515
Cobra (1925),tt0015693
Born American (1986),tt0091313
Ashes of Time (1994),
Napoleon and Samantha (1972),tt0068990
1-900 (1994),
Rhyme & Reason (1997),tt0120014
Dangerous Ground (1997),tt0118927
"Run of the Country, The (1995)",tt0114307
Buck and the Preacher (1972),tt0068323
Aiqing wansui (1994),
Slaves to the Underground (1997),tt0117664
"To Have, or Not (1995)",
Project Moon Base (1953),tt0046213
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",
Regret to Inform (1998),tt0181786
Underworld (1997),tt0163964
Full Speed (1996),
"Farmer's Wife, The (1928)",tt0018876
Smashing Time (1967),tt0062281
Kestrel's Eye (Falkens öga) (1998),
Daughter of Dr. Jeckyll (1957),
Ulysses (Ulisse) (1954),
Ten Benny (1997),
It's in the Water (1998),
Everything Relative (1996),tt0116245
"Gay Deceivers, The (1969)",tt0064363
Make Them Die Slowly (Cannibal Ferox) (1980),
Foreign Student (1994),tt0109828
Waltzes from Vienna (1933),
Elstree Calling (1930),tt0020852
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),
Something to Sing About (1937),tt0029588
"Fantastic Night, The (La Nuit Fantastique) (1949)",
Relative Fear (1994),tt0110965
Marie Baie Des Anges (1997),
Master Ninja I (1984),
Trippin' (1999),tt0160298
Zachariah (1971),tt0068011
Fall Time (1995),tt0113014
Death in Brunswick (1991),
Impact (1949),tt0041503
Anna (1996),tt2661954
Bye-Bye (1995),tt0112607
Dream Man (1995),tt0112899
With Friends Like These... (1998),tt0119692
"Convent, The (Convento, O) (1995)",
I Don't Want to Talk About It (De eso no se habla) (1993),
"Proposition, The (1998)",tt0120108
Century (1993),tt0106537
Daens (1992),tt0104046
Number Seventeen (1932),tt0023285
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",
Another Man's Poison (1952),
"Death in the Garden (Mort en ce jardin, La) (1956)",
I'll Never Forget What's 'is Name (1967),
"Neon Bible, The (1995)",tt0113952
Second Best (1994),tt0111102
Macao (1952),tt0044863
Lotto Land (1995),tt0113695
It Happened Here (1961),
Hillbillys in a Haunted House (1967),tt0061765
Spring Fever USA (a.k.a. Lauderdale) (1989),
Nueba Yol (1995),tt0114015
Soft Toilet Seats (1999),tt0171764
Legal Deceit (1997),tt0130073
"Alley Cats, The (1968)",
Happy Go Lovely (1951),tt0043618
Heaven's Burning (1997),tt0119272
Dangerous Game (1993),
Sonic Outlaws (1995),tt0114500
Dry Cleaning (Nettoyage à sec) (1997),
Illtown (1996),tt0118229
"Inheritors, The (Die Siebtelbauern) (1998)",
Home Page (1999),
Juno and Paycock (1930),
Detroit 9000 (1973),tt0069966
Condition Red (1995),tt0112712
"Stranger, The (1994)",tt0123281
"Truce, The (1996)",
Brother Minister: The Assassination of Malcolm X (1994),tt0109339
Six Ways to Sunday (1997),tt0127288
Tough and Deadly (1995),tt0114706
Lured (1947),tt0039589
Outside Ozona (1998),tt0144546
Chain of Fools (2000),tt0194368
"Silence of the Palace, The (Saimt el Qusur) (1994)",
Song of Freedom (1936),tt0028282
Slappy and the Stinkers (1998),tt0120213
Nemesis 2: Nebula (1995),tt0113948
Smoking/No Smoking (1993),tt0108167
Modulations (1998),tt0139468
Broken Vessels (1998),tt0149964
White Boys (1999),
One Little Indian (1973),tt0070481
"Five Wives, Three Secretaries and Me (1998)",tt0150574
